event_id,account_id,event_type,event_date
E0003622,A01148,Completed Onboarding,2023-11-28
E0003623,A01149,Signed Up,2024-01-27
E0003624,A01149,Completed Onboarding,2024-01-29
E0003625,A01149,Enabled Automation,2024-04-09
E0003626,A01149,Exported Data,2024-03-13
E0003627,A01150,Signed Up,2024-05-31
E0003628,A01150,Completed Onboarding,2024-06-03
E0003629,A01151,Signed Up,2023-07-22
E0003630,A01152,Signed Up,2024-09-19
E0003631,A01152,Completed Onboarding,2024-09-24
E0003632,A01152,Enabled Automation,2024-10-17
E0003633,A01153,Signed Up,2023-04-20
E0003634,A01153,Completed Onboarding,2023-04-22
E0003635,A01153,Connected Integration,2023-05-06
E0003636,A01153,Enabled Automation,2023-05-07
E0003637,A01154,Signed Up,2024-11-01
E0003638,A01154,Completed Onboarding,2024-11-05
E0003639,A01154,Enabled Automation,2024-12-05
E0003640,A01155,Signed Up,2023-12-29
E0003641,A01155,Completed Onboarding,2024-01-02
E0003642,A01155,Enabled Automation,2024-02-21
E0003643,A01155,Exported Data,2024-01-11
E0003644,A01156,Signed Up,2024-06-20
E0003645,A01156,Completed Onboarding,2024-06-22
E0003646,A01156,Created First Report,2024-09-05
E0003647,A01156,Invited Team Member,2024-06-27
E0003648,A01157,Signed Up,2024-04-16
E0003649,A01157,Completed Onboarding,2024-04-18
E0003650,A01158,Signed Up,2024-03-12
E0003651,A01158,Completed Onboarding,2024-03-15
E0003652,A01158,Enabled Automation,2024-06-07
E0003653,A01158,Upgraded Plan,2024-03-18
E0003654,A01158,Exported Data,2024-05-25
E0003655,A01158,Connected Integration,2024-04-27
E0003656,A01158,Invited Team Member,2024-05-27
E0003657,A01158,Created First Report,2024-04-16
E0003658,A01159,Signed Up,2023-11-01
E0003659,A01159,Completed Onboarding,2023-11-01
E0003660,A01159,Exported Data,2023-11-26
E0003661,A01159,Connected Integration,2023-12-28
E0003662,A01160,Signed Up,2023-01-29
E0003663,A01160,Completed Onboarding,2023-01-29
E0003664,A01160,Invited Team Member,2023-02-01
E0003665,A01160,Connected Integration,2023-03-06
E0003666,A01161,Signed Up,2024-08-27
E0003667,A01161,Upgraded Plan,2024-08-29
E0003668,A01161,Invited Team Member,2024-09-09
E0003669,A01162,Signed Up,2024-07-14
E0003670,A01163,Signed Up,2024-03-08
E0003671,A01163,Completed Onboarding,2024-03-10
E0003672,A01163,Exported Data,2024-05-02
E0003673,A01164,Signed Up,2023-01-30
E0003674,A01165,Signed Up,2024-10-22
E0003675,A01165,Completed Onboarding,2024-10-24
E0003676,A01165,Enabled Automation,2024-11-25
E0003677,A01166,Signed Up,2023-03-08
E0003678,A01166,Enabled Automation,2023-04-20
E0003679,A01167,Signed Up,2023-10-25
E0003680,A01167,Completed Onboarding,2023-10-26
E0003681,A01168,Signed Up,2023-05-02
E0003682,A01168,Completed Onboarding,2023-05-04
E0003683,A01169,Signed Up,2024-03-23
E0003684,A01169,Completed Onboarding,2024-03-24
E0003685,A01169,Connected Integration,2024-05-23
E0003686,A01169,Invited Team Member,2024-04-12
E0003687,A01170,Signed Up,2024-01-11
E0003688,A01170,Connected Integration,2024-03-06
E0003689,A01170,Invited Team Member,2024-01-27
E0003690,A01171,Signed Up,2024-06-25
E0003691,A01171,Invited Team Member,2024-06-28
E0003692,A01172,Signed Up,2023-05-12
E0003693,A01172,Completed Onboarding,2023-05-12
E0003694,A01172,Upgraded Plan,2023-07-13
E0003695,A01172,Created First Report,2023-08-10
E0003696,A01172,Exported Data,2023-05-16
E0003697,A01173,Signed Up,2023-01-04
E0003698,A01173,Completed Onboarding,2023-01-09
E0003699,A01173,Upgraded Plan,2023-02-09
E0003700,A01173,Exported Data,2023-03-20
E0003701,A01174,Signed Up,2024-04-17
E0003702,A01174,Completed Onboarding,2024-04-17
E0003703,A01174,Upgraded Plan,2024-05-01
E0003704,A01175,Signed Up,2023-01-28
E0003705,A01175,Completed Onboarding,2023-01-29
E0003706,A01175,Connected Integration,2023-03-22
E0003707,A01176,Signed Up,2024-12-06
E0003708,A01177,Signed Up,2024-10-09
E0003709,A01177,Completed Onboarding,2024-10-11
E0003710,A01177,Created First Report,2024-12-04
E0003711,A01177,Exported Data,2024-12-01
E0003712,A01178,Signed Up,2023-04-27
E0003713,A01179,Signed Up,2023-03-21
E0003714,A01179,Completed Onboarding,2023-03-23
E0003715,A01179,Connected Integration,2023-04-16
E0003716,A01179,Enabled Automation,2023-04-14
E0003717,A01180,Signed Up,2023-01-30
E0003718,A01180,Completed Onboarding,2023-02-04
E0003719,A01181,Signed Up,2023-04-16
E0003720,A01181,Completed Onboarding,2023-04-16
E0003721,A01181,Exported Data,2023-05-04
E0003722,A01181,Created First Report,2023-05-15
E0003723,A01182,Signed Up,2024-06-11
E0003724,A01183,Signed Up,2024-07-24
E0003725,A01183,Completed Onboarding,2024-07-24
E0003726,A01183,Invited Team Member,2024-09-13
E0003727,A01183,Upgraded Plan,2024-09-09
E0003728,A01184,Signed Up,2024-10-06
E0003729,A01184,Completed Onboarding,2024-10-11
E0003730,A01184,Connected Integration,2024-12-05
E0003731,A01184,Upgraded Plan,2024-10-12
E0003732,A01185,Signed Up,2024-05-31
E0003733,A01185,Completed Onboarding,2024-06-04
E0003734,A01185,Connected Integration,2024-06-07
E0003735,A01186,Signed Up,2024-06-12
E0003736,A01186,Completed Onboarding,2024-06-17
E0003737,A01187,Signed Up,2023-07-10
E0003738,A01187,Completed Onboarding,2023-07-12
E0003739,A01188,Signed Up,2023-12-23
E0003740,A01188,Invited Team Member,2023-12-25
E0003741,A01189,Signed Up,2024-12-23
E0003742,A01189,Completed Onboarding,2024-12-24
E0003743,A01189,Upgraded Plan,2024-12-29
E0003744,A01189,Exported Data,2024-12-30
E0003745,A01190,Signed Up,2023-11-16
E0003746,A01190,Completed Onboarding,2023-11-18
E0003747,A01190,Exported Data,2023-11-21
E0003748,A01190,Invited Team Member,2024-02-03
E0003749,A01191,Signed Up,2024-06-24
E0003750,A01191,Completed Onboarding,2024-06-24
E0003751,A01192,Signed Up,2024-04-05
E0003752,A01192,Completed Onboarding,2024-04-05
E0003753,A01192,Connected Integration,2024-06-06
E0003754,A01192,Invited Team Member,2024-05-27
E0003755,A01192,Enabled Automation,2024-05-29
E0003756,A01192,Upgraded Plan,2024-05-20
E0003757,A01192,Created First Report,2024-06-14
E0003758,A01193,Signed Up,2023-04-17
E0003759,A01193,Completed Onboarding,2023-04-22
E0003760,A01193,Created First Report,2023-06-17
E0003761,A01194,Signed Up,2023-07-24
E0003762,A01194,Invited Team Member,2023-08-26
E0003763,A01194,Exported Data,2023-09-29
E0003764,A01195,Signed Up,2023-06-04
E0003765,A01195,Created First Report,2023-08-06
E0003766,A01195,Upgraded Plan,2023-06-19
E0003767,A01196,Signed Up,2024-10-25
E0003768,A01196,Created First Report,2024-12-27
E0003769,A01197,Signed Up,2024-03-09
E0003770,A01197,Connected Integration,2024-03-24
E0003771,A01197,Invited Team Member,2024-04-16
E0003772,A01198,Signed Up,2023-12-02
E0003773,A01198,Upgraded Plan,2024-02-26
E0003774,A01199,Signed Up,2023-12-25
E0003775,A01199,Completed Onboarding,2023-12-27
E0003776,A01199,Exported Data,2023-12-30
E0003777,A01200,Signed Up,2024-06-28
E0003778,A01201,Signed Up,2024-08-13
E0003779,A01201,Upgraded Plan,2024-08-21
E0003780,A01202,Signed Up,2023-04-21
E0003781,A01202,Created First Report,2023-04-23
E0003782,A01203,Signed Up,2023-07-24
E0003783,A01204,Signed Up,2024-01-03
E0003784,A01204,Completed Onboarding,2024-01-05
E0003785,A01205,Signed Up,2023-05-10
E0003786,A01206,Signed Up,2023-07-06
E0003787,A01206,Enabled Automation,2023-09-16
E0003788,A01206,Connected Integration,2023-07-09
E0003789,A01207,Signed Up,2023-01-19
E0003790,A01208,Signed Up,2024-05-20
E0003791,A01208,Upgraded Plan,2024-05-27
E0003792,A01209,Signed Up,2024-02-29
E0003793,A01209,Completed Onboarding,2024-02-29
E0003794,A01209,Connected Integration,2024-05-14
E0003795,A01209,Upgraded Plan,2024-03-26
E0003796,A01210,Signed Up,2023-04-15
E0003797,A01211,Signed Up,2024-11-15
E0003798,A01211,Completed Onboarding,2024-11-18
E0003799,A01211,Enabled Automation,2024-11-17
E0003800,A01211,Invited Team Member,2024-12-20
E0003801,A01212,Signed Up,2023-04-04
E0003802,A01212,Completed Onboarding,2023-04-04
E0003803,A01212,Invited Team Member,2023-06-27
E0003804,A01213,Signed Up,2023-11-19
E0003805,A01213,Enabled Automation,2024-01-17
E0003806,A01213,Invited Team Member,2023-12-04
E0003807,A01213,Connected Integration,2023-12-03
E0003808,A01213,Exported Data,2024-01-28
E0003809,A01214,Signed Up,2024-01-27
E0003810,A01214,Completed Onboarding,2024-02-01
E0003811,A01214,Created First Report,2024-02-27
E0003812,A01214,Connected Integration,2024-04-24
E0003813,A01214,Invited Team Member,2024-03-02
E0003814,A01214,Upgraded Plan,2024-04-03
E0003815,A01215,Signed Up,2023-05-15
E0003816,A01215,Upgraded Plan,2023-07-22
E0003817,A01215,Connected Integration,2023-08-03
E0003818,A01216,Signed Up,2023-07-16
E0003819,A01216,Completed Onboarding,2023-07-18
E0003820,A01216,Connected Integration,2023-08-05
E0003821,A01216,Exported Data,2023-08-19
E0003822,A01217,Signed Up,2023-06-30
E0003823,A01217,Completed Onboarding,2023-07-03
E0003824,A01218,Signed Up,2024-09-05
E0003825,A01218,Connected Integration,2024-11-27
E0003826,A01219,Signed Up,2024-08-17
E0003827,A01219,Created First Report,2024-08-26
E0003828,A01220,Signed Up,2024-11-18
E0003829,A01220,Completed Onboarding,2024-11-19
E0003830,A01220,Upgraded Plan,2024-12-03
E0003831,A01221,Signed Up,2023-02-12
E0003832,A01221,Completed Onboarding,2023-02-14
E0003833,A01221,Exported Data,2023-02-18
E0003834,A01221,Upgraded Plan,2023-03-25
E0003835,A01222,Signed Up,2023-04-17
E0003836,A01222,Completed Onboarding,2023-04-20
E0003837,A01222,Enabled Automation,2023-05-24
E0003838,A01222,Connected Integration,2023-05-18
E0003839,A01223,Signed Up,2024-01-22
E0003840,A01223,Completed Onboarding,2024-01-26
E0003841,A01223,Connected Integration,2024-02-18
E0003842,A01223,Enabled Automation,2024-02-17
E0003843,A01224,Signed Up,2023-06-15
E0003844,A01224,Invited Team Member,2023-07-21
E0003845,A01224,Exported Data,2023-07-30
E0003846,A01225,Signed Up,2024-05-31
E0003847,A01225,Completed Onboarding,2024-06-03
E0003848,A01225,Connected Integration,2024-08-05
E0003849,A01226,Signed Up,2023-05-16
E0003850,A01226,Completed Onboarding,2023-05-20
E0003851,A01226,Upgraded Plan,2023-08-12
E0003852,A01227,Signed Up,2023-12-31
E0003853,A01227,Completed Onboarding,2024-01-02
E0003854,A01228,Signed Up,2024-12-27
E0003855,A01228,Completed Onboarding,2024-12-27
E0003856,A01228,Exported Data,2024-12-27
E0003857,A01228,Connected Integration,2024-12-30
E0003858,A01228,Upgraded Plan,2024-12-31
E0003859,A01229,Signed Up,2023-08-26
E0003860,A01229,Completed Onboarding,2023-08-28
E0003861,A01229,Exported Data,2023-11-21
E0003862,A01229,Upgraded Plan,2023-09-11
E0003863,A01230,Signed Up,2023-08-28
E0003864,A01230,Enabled Automation,2023-11-22
E0003865,A01230,Exported Data,2023-11-22
E0003866,A01230,Created First Report,2023-11-18
E0003867,A01230,Upgraded Plan,2023-11-13
E0003868,A01230,Connected Integration,2023-11-16
E0003869,A01231,Signed Up,2023-01-14
E0003870,A01232,Signed Up,2024-02-08
E0003871,A01233,Signed Up,2024-04-24
E0003872,A01233,Completed Onboarding,2024-04-27
E0003873,A01234,Signed Up,2024-12-21
E0003874,A01234,Completed Onboarding,2024-12-24
E0003875,A01234,Connected Integration,2024-12-23
E0003876,A01234,Exported Data,2024-12-25
E0003877,A01235,Signed Up,2024-02-22
E0003878,A01235,Connected Integration,2024-03-13
E0003879,A01235,Created First Report,2024-05-10
E0003880,A01236,Signed Up,2024-09-22
E0003881,A01236,Completed Onboarding,2024-09-27
E0003882,A01236,Created First Report,2024-11-19
E0003883,A01236,Invited Team Member,2024-12-12
E0003884,A01237,Signed Up,2024-02-21
E0003885,A01237,Completed Onboarding,2024-02-25
E0003886,A01237,Exported Data,2024-03-15
E0003887,A01238,Signed Up,2023-05-24
E0003888,A01238,Upgraded Plan,2023-06-21
E0003889,A01239,Signed Up,2023-04-11
E0003890,A01240,Signed Up,2023-07-21
E0003891,A01240,Completed Onboarding,2023-07-21
E0003892,A01240,Connected Integration,2023-07-28
E0003893,A01240,Created First Report,2023-09-20
E0003894,A01240,Exported Data,2023-08-30
E0003895,A01240,Enabled Automation,2023-09-01
E0003896,A01241,Signed Up,2024-12-03
E0003897,A01241,Completed Onboarding,2024-12-07
E0003898,A01241,Connected Integration,2024-12-24
E0003899,A01241,Created First Report,2024-12-16
E0003900,A01242,Signed Up,2024-07-22
E0003901,A01242,Created First Report,2024-09-19
E0003902,A01242,Upgraded Plan,2024-08-15
E0003903,A01243,Signed Up,2024-09-14
E0003904,A01243,Exported Data,2024-11-07
E0003905,A01243,Invited Team Member,2024-11-28
E0003906,A01244,Signed Up,2024-12-22
E0003907,A01244,Completed Onboarding,2024-12-27
E0003908,A01244,Enabled Automation,2024-12-27
E0003909,A01244,Upgraded Plan,2024-12-24
E0003910,A01245,Signed Up,2024-05-27
E0003911,A01245,Completed Onboarding,2024-05-31
E0003912,A01245,Enabled Automation,2024-06-17
E0003913,A01246,Signed Up,2024-05-19
E0003914,A01246,Completed Onboarding,2024-05-21
E0003915,A01246,Exported Data,2024-07-01
E0003916,A01247,Signed Up,2024-08-14
E0003917,A01247,Completed Onboarding,2024-08-19
E0003918,A01247,Exported Data,2024-10-09
E0003919,A01248,Signed Up,2024-04-22
E0003920,A01248,Completed Onboarding,2024-04-27
E0003921,A01249,Signed Up,2024-12-27
E0003922,A01249,Exported Data,2024-12-29
E0003923,A01250,Signed Up,2023-02-17
E0003924,A01251,Signed Up,2024-12-18
E0003925,A01251,Completed Onboarding,2024-12-23
E0003926,A01252,Signed Up,2024-08-16
E0003927,A01252,Completed Onboarding,2024-08-19
E0003928,A01252,Invited Team Member,2024-11-02
E0003929,A01253,Signed Up,2023-01-06
E0003930,A01253,Completed Onboarding,2023-01-08
E0003931,A01253,Upgraded Plan,2023-03-20
E0003932,A01253,Created First Report,2023-04-03
E0003933,A01254,Signed Up,2023-02-02
E0003934,A01254,Enabled Automation,2023-04-15
E0003935,A01255,Signed Up,2023-07-26
E0003936,A01255,Exported Data,2023-10-05
E0003937,A01255,Connected Integration,2023-10-10
E0003938,A01255,Invited Team Member,2023-09-15
E0003939,A01255,Upgraded Plan,2023-10-11
E0003940,A01255,Enabled Automation,2023-08-21
E0003941,A01256,Signed Up,2023-04-17
E0003942,A01256,Completed Onboarding,2023-04-22
E0003943,A01256,Created First Report,2023-05-05
E0003944,A01257,Signed Up,2023-01-02
E0003945,A01257,Completed Onboarding,2023-01-04
E0003946,A01257,Created First Report,2023-02-01
E0003947,A01257,Invited Team Member,2023-03-06
E0003948,A01257,Upgraded Plan,2023-02-09
E0003949,A01258,Signed Up,2024-01-29
E0003950,A01259,Signed Up,2023-10-03
E0003951,A01259,Invited Team Member,2023-12-29
E0003952,A01260,Signed Up,2023-02-25
E0003953,A01260,Created First Report,2023-03-20
E0003954,A01261,Signed Up,2023-04-29
E0003955,A01261,Completed Onboarding,2023-05-03
E0003956,A01261,Invited Team Member,2023-06-13
E0003957,A01262,Signed Up,2023-11-05
E0003958,A01262,Enabled Automation,2023-12-05
E0003959,A01262,Created First Report,2023-12-21
E0003960,A01263,Signed Up,2023-07-25
E0003961,A01263,Completed Onboarding,2023-07-27
E0003962,A01264,Signed Up,2024-02-29
E0003963,A01264,Connected Integration,2024-05-26
E0003964,A01265,Signed Up,2023-06-09
E0003965,A01265,Created First Report,2023-07-20
E0003966,A01265,Connected Integration,2023-07-05
E0003967,A01266,Signed Up,2023-12-14
E0003968,A01266,Connected Integration,2024-02-20
E0003969,A01266,Exported Data,2024-01-26
E0003970,A01267,Signed Up,2023-08-08
E0003971,A01267,Invited Team Member,2023-10-25
E0003972,A01267,Connected Integration,2023-08-27
E0003973,A01268,Signed Up,2024-12-21
E0003974,A01268,Invited Team Member,2024-12-23
E0003975,A01269,Signed Up,2023-03-18
E0003976,A01269,Completed Onboarding,2023-03-23
E0003977,A01269,Invited Team Member,2023-04-04
E0003978,A01269,Exported Data,2023-06-15
E0003979,A01269,Created First Report,2023-03-20
E0003980,A01270,Signed Up,2024-02-15
E0003981,A01271,Signed Up,2023-01-14
E0003982,A01272,Signed Up,2024-05-04
E0003983,A01272,Completed Onboarding,2024-05-07
E0003984,A01273,Signed Up,2024-02-08
E0003985,A01273,Completed Onboarding,2024-02-10
E0003986,A01273,Created First Report,2024-03-23
E0003987,A01274,Signed Up,2023-03-16
E0003988,A01274,Completed Onboarding,2023-03-19
E0003989,A01274,Created First Report,2023-05-04
E0003990,A01274,Upgraded Plan,2023-06-02
E0003991,A01275,Signed Up,2023-12-10
E0003992,A01276,Signed Up,2023-06-19
E0003993,A01276,Enabled Automation,2023-08-30
E0003994,A01276,Exported Data,2023-09-04
E0003995,A01277,Signed Up,2024-04-18
E0003996,A01277,Completed Onboarding,2024-04-19
E0003997,A01278,Signed Up,2024-08-12
E0003998,A01278,Invited Team Member,2024-11-09
E0003999,A01279,Signed Up,2024-03-06
E0004000,A01279,Completed Onboarding,2024-03-07
E0004001,A01279,Exported Data,2024-03-15
E0004002,A01279,Created First Report,2024-05-17
E0004003,A01279,Enabled Automation,2024-04-17
E0004004,A01279,Invited Team Member,2024-03-22
E0004005,A01280,Signed Up,2024-07-27
E0004006,A01280,Exported Data,2024-08-22
E0004007,A01280,Upgraded Plan,2024-08-10
E0004008,A01281,Signed Up,2023-05-31
E0004009,A01281,Completed Onboarding,2023-06-02
E0004010,A01281,Connected Integration,2023-06-20
E0004011,A01281,Created First Report,2023-07-11
E0004012,A01281,Invited Team Member,2023-08-10
E0004013,A01281,Enabled Automation,2023-06-16
E0004014,A01281,Upgraded Plan,2023-06-12
E0004015,A01282,Signed Up,2023-12-28
E0004016,A01282,Exported Data,2024-02-25
E0004017,A01283,Signed Up,2024-05-25
E0004018,A01284,Signed Up,2023-06-14
E0004019,A01285,Signed Up,2024-04-11
E0004020,A01285,Completed Onboarding,2024-04-15
E0004021,A01285,Enabled Automation,2024-06-10
E0004022,A01286,Signed Up,2023-04-08
E0004023,A01287,Signed Up,2024-08-24
E0004024,A01287,Completed Onboarding,2024-08-29
E0004025,A01287,Exported Data,2024-10-16
E0004026,A01287,Invited Team Member,2024-09-27
E0004027,A01288,Signed Up,2024-01-08
E0004028,A01288,Completed Onboarding,2024-01-13
E0004029,A01288,Enabled Automation,2024-03-02
E0004030,A01289,Signed Up,2023-08-27
E0004031,A01289,Enabled Automation,2023-11-09
E0004032,A01289,Exported Data,2023-09-27
E0004033,A01290,Signed Up,2024-12-07
E0004034,A01290,Created First Report,2024-12-19
E0004035,A01290,Exported Data,2024-12-30
E0004036,A01291,Signed Up,2024-06-16
E0004037,A01291,Completed Onboarding,2024-06-16
E0004038,A01291,Connected Integration,2024-07-25
E0004039,A01291,Invited Team Member,2024-08-07
E0004040,A01291,Upgraded Plan,2024-08-27
E0004041,A01291,Exported Data,2024-07-07
E0004042,A01291,Enabled Automation,2024-06-25
E0004043,A01292,Signed Up,2024-04-20
E0004044,A01292,Invited Team Member,2024-05-14
E0004045,A01293,Signed Up,2024-12-04
E0004046,A01293,Created First Report,2024-12-27
E0004047,A01294,Signed Up,2024-09-17
E0004048,A01294,Completed Onboarding,2024-09-17
E0004049,A01294,Upgraded Plan,2024-11-22
E0004050,A01294,Connected Integration,2024-10-03
E0004051,A01295,Signed Up,2024-04-11
E0004052,A01295,Completed Onboarding,2024-04-12
E0004053,A01295,Exported Data,2024-05-30
E0004054,A01296,Signed Up,2023-07-09
E0004055,A01296,Completed Onboarding,2023-07-13
E0004056,A01296,Connected Integration,2023-09-04
E0004057,A01297,Signed Up,2024-03-30
E0004058,A01297,Exported Data,2024-05-08
E0004059,A01297,Upgraded Plan,2024-06-15
E0004060,A01298,Signed Up,2023-04-22
E0004061,A01298,Completed Onboarding,2023-04-24
E0004062,A01298,Created First Report,2023-04-29
E0004063,A01298,Upgraded Plan,2023-05-25
E0004064,A01299,Signed Up,2023-07-19
E0004065,A01299,Connected Integration,2023-09-24
E0004066,A01299,Upgraded Plan,2023-10-16
E0004067,A01299,Exported Data,2023-07-31
E0004068,A01299,Created First Report,2023-08-30
E0004069,A01299,Enabled Automation,2023-09-03
E0004070,A01300,Signed Up,2024-07-24
E0004071,A01300,Completed Onboarding,2024-07-27
E0004072,A01301,Signed Up,2023-08-16
E0004073,A01301,Invited Team Member,2023-11-03
E0004074,A01302,Signed Up,2023-12-06
E0004075,A01303,Signed Up,2024-03-17
E0004076,A01304,Signed Up,2023-12-23
E0004077,A01304,Exported Data,2024-01-31
E0004078,A01304,Invited Team Member,2023-12-26
E0004079,A01305,Signed Up,2024-08-11
E0004080,A01306,Signed Up,2023-06-14
E0004081,A01306,Upgraded Plan,2023-07-18
E0004082,A01307,Signed Up,2024-11-11
E0004083,A01308,Signed Up,2023-02-05
E0004084,A01308,Completed Onboarding,2023-02-08
E0004085,A01308,Invited Team Member,2023-04-20
E0004086,A01308,Created First Report,2023-02-12
E0004087,A01308,Upgraded Plan,2023-02-28
E0004088,A01309,Signed Up,2023-02-21
E0004089,A01309,Completed Onboarding,2023-02-23
E0004090,A01309,Exported Data,2023-05-13
E0004091,A01310,Signed Up,2024-11-20
E0004092,A01310,Completed Onboarding,2024-11-22
E0004093,A01310,Exported Data,2024-12-05
E0004094,A01311,Signed Up,2024-02-01
E0004095,A01311,Connected Integration,2024-04-29
E0004096,A01312,Signed Up,2024-11-16
E0004097,A01312,Exported Data,2024-11-25
E0004098,A01312,Enabled Automation,2024-11-20
E0004099,A01313,Signed Up,2023-02-09
E0004100,A01313,Completed Onboarding,2023-02-10
E0004101,A01313,Invited Team Member,2023-03-15
E0004102,A01313,Enabled Automation,2023-02-23
E0004103,A01314,Signed Up,2023-05-28
E0004104,A01314,Completed Onboarding,2023-05-28
E0004105,A01314,Upgraded Plan,2023-06-12
E0004106,A01314,Exported Data,2023-08-20
E0004107,A01314,Invited Team Member,2023-07-25
E0004108,A01315,Signed Up,2023-03-18
E0004109,A01315,Connected Integration,2023-05-10
E0004110,A01315,Exported Data,2023-04-05
E0004111,A01315,Created First Report,2023-03-21
E0004112,A01316,Signed Up,2023-03-26
E0004113,A01316,Completed Onboarding,2023-03-31
E0004114,A01317,Signed Up,2023-12-04
E0004115,A01317,Upgraded Plan,2024-01-13
E0004116,A01318,Signed Up,2024-08-20
E0004117,A01318,Enabled Automation,2024-11-11
E0004118,A01319,Signed Up,2023-12-30
E0004119,A01319,Completed Onboarding,2024-01-01
E0004120,A01319,Enabled Automation,2024-01-13
E0004121,A01320,Signed Up,2023-07-02
E0004122,A01320,Completed Onboarding,2023-07-05
E0004123,A01320,Connected Integration,2023-07-19
E0004124,A01320,Enabled Automation,2023-09-22
E0004125,A01321,Signed Up,2023-09-15
E0004126,A01321,Completed Onboarding,2023-09-19
E0004127,A01321,Created First Report,2023-11-19
E0004128,A01321,Enabled Automation,2023-12-08
E0004129,A01321,Invited Team Member,2023-11-25
E0004130,A01322,Signed Up,2023-09-18
E0004131,A01322,Completed Onboarding,2023-09-20
E0004132,A01323,Signed Up,2024-05-06
E0004133,A01323,Connected Integration,2024-08-04
E0004134,A01323,Exported Data,2024-07-28
E0004135,A01324,Signed Up,2023-11-20
E0004136,A01324,Invited Team Member,2023-11-29
E0004137,A01324,Exported Data,2024-01-28
E0004138,A01325,Signed Up,2024-09-09
E0004139,A01325,Enabled Automation,2024-09-28
E0004140,A01326,Signed Up,2024-11-13
E0004141,A01326,Exported Data,2024-12-08
E0004142,A01327,Signed Up,2024-08-10
E0004143,A01327,Enabled Automation,2024-08-18
E0004144,A01327,Invited Team Member,2024-10-27
E0004145,A01327,Exported Data,2024-08-31
E0004146,A01327,Upgraded Plan,2024-10-02
E0004147,A01327,Created First Report,2024-09-03
E0004148,A01328,Signed Up,2023-09-08
E0004149,A01328,Completed Onboarding,2023-09-13
E0004150,A01328,Upgraded Plan,2023-10-20
E0004151,A01328,Created First Report,2023-12-02
E0004152,A01328,Enabled Automation,2023-10-28
E0004153,A01328,Invited Team Member,2023-11-05
E0004154,A01329,Signed Up,2024-08-17
E0004155,A01329,Exported Data,2024-11-12
E0004156,A01329,Invited Team Member,2024-10-05
E0004157,A01330,Signed Up,2024-08-04
E0004158,A01330,Completed Onboarding,2024-08-06
E0004159,A01330,Invited Team Member,2024-08-13
E0004160,A01330,Exported Data,2024-08-12
E0004161,A01330,Connected Integration,2024-09-29
E0004162,A01331,Signed Up,2024-12-09
E0004163,A01331,Completed Onboarding,2024-12-14
E0004164,A01332,Signed Up,2023-03-17
E0004165,A01332,Completed Onboarding,2023-03-18
E0004166,A01332,Exported Data,2023-06-10
E0004167,A01332,Upgraded Plan,2023-06-01
E0004168,A01333,Signed Up,2024-09-09
E0004169,A01333,Enabled Automation,2024-10-06
E0004170,A01333,Connected Integration,2024-10-14
E0004171,A01334,Signed Up,2023-07-30
E0004172,A01335,Signed Up,2024-02-01
E0004173,A01335,Created First Report,2024-04-02
E0004174,A01335,Invited Team Member,2024-04-17
E0004175,A01336,Signed Up,2024-05-30
E0004176,A01336,Completed Onboarding,2024-06-03
E0004177,A01336,Invited Team Member,2024-06-28
E0004178,A01336,Exported Data,2024-07-16
E0004179,A01337,Signed Up,2024-11-22
E0004180,A01338,Signed Up,2024-01-28
E0004181,A01338,Connected Integration,2024-03-18
E0004182,A01338,Upgraded Plan,2024-02-11
E0004183,A01338,Created First Report,2024-02-04
E0004184,A01338,Enabled Automation,2024-03-09
E0004185,A01338,Exported Data,2024-02-14
E0004186,A01339,Signed Up,2024-01-01
E0004187,A01339,Completed Onboarding,2024-01-06
E0004188,A01339,Upgraded Plan,2024-01-06
E0004189,A01340,Signed Up,2023-11-18
E0004190,A01340,Completed Onboarding,2023-11-22
E0004191,A01340,Invited Team Member,2024-01-30
E0004192,A01341,Signed Up,2023-01-17
E0004193,A01341,Exported Data,2023-03-05
E0004194,A01342,Signed Up,2023-10-19
E0004195,A01342,Completed Onboarding,2023-10-20
E0004196,A01342,Upgraded Plan,2023-11-06
E0004197,A01342,Connected Integration,2023-11-06
E0004198,A01342,Enabled Automation,2023-11-11
E0004199,A01342,Invited Team Member,2023-10-28
E0004200,A01343,Signed Up,2024-07-29
E0004201,A01343,Created First Report,2024-10-26
E0004202,A01343,Exported Data,2024-09-06
E0004203,A01344,Signed Up,2023-07-12
E0004204,A01344,Completed Onboarding,2023-07-13
E0004205,A01344,Connected Integration,2023-07-20
E0004206,A01344,Invited Team Member,2023-08-20
E0004207,A01345,Signed Up,2024-11-19
E0004208,A01346,Signed Up,2024-01-26
E0004209,A01346,Completed Onboarding,2024-01-28
E0004210,A01346,Created First Report,2024-04-25
E0004211,A01346,Connected Integration,2024-02-20
E0004212,A01347,Signed Up,2024-10-11
E0004213,A01347,Completed Onboarding,2024-10-15
E0004214,A01347,Connected Integration,2024-11-30
E0004215,A01347,Upgraded Plan,2024-10-18
E0004216,A01347,Invited Team Member,2024-11-12
E0004217,A01347,Created First Report,2024-11-20
E0004218,A01348,Signed Up,2024-08-18
E0004219,A01348,Enabled Automation,2024-09-10
E0004220,A01349,Signed Up,2023-09-21
E0004221,A01349,Invited Team Member,2023-10-31
E0004222,A01349,Exported Data,2023-12-20
E0004223,A01349,Connected Integration,2023-11-23
E0004224,A01349,Created First Report,2023-11-12
