account_id,signup_date,industry,company_size,source,plan,mrr,trial_end_date,conversion_date,churned,churn_date
A00938,2024-08-08,Healthcare,1-10,Product Hunt,Free,0,2024-08-22,,No,
A00939,2023-08-06,Fintech,201-500,Referral,Free,0,2023-08-20,,No,
A00940,2023-11-08,Healthcare,11-50,Partner,Growth,299,2023-11-22,2023-11-29,No,
A00941,2024-05-31,SaaS,51-200,Organic Search,Growth,249,2024-06-14,2024-06-16,No,
A00942,2024-01-28,Healthcare,201-500,Referral,Free,0,2024-02-11,,No,
A00943,2024-09-18,E-commerce,11-50,Direct,Free,0,2024-10-02,,No,
A00944,2024-01-26,Real Estate,51-200,LinkedIn,Free,0,2024-02-09,,No,
A00945,2023-09-05,Marketing Agency,11-50,Paid Ads,Free,0,2023-09-19,,No,
A00946,2024-09-14,Logistics,1-10,Direct,Free,0,2024-09-28,,No,
A00947,2024-05-02,SaaS,201-500,Organic Search,Free,0,2024-05-16,,No,
A00948,2023-10-01,Logistics,500+,Partner,Free,0,2023-10-15,,No,
A00949,2024-12-14,Healthcare,1-10,Partner,Starter,49,2024-12-28,2025-01-04,Yes,2025-02-03
A00950,2024-11-22,Logistics,201-500,Partner,Free,0,2024-12-06,,No,
A00951,2023-04-15,Marketing Agency,51-200,LinkedIn,Growth,199,2023-04-29,2023-04-29,No,
A00952,2023-03-03,Marketing Agency,500+,Partner,Growth,249,2023-03-17,2023-03-18,No,
A00953,2024-06-10,Marketing Agency,51-200,LinkedIn,Free,0,2024-06-24,,No,
A00954,2023-09-15,Marketing Agency,1-10,Direct,Free,0,2023-09-29,,No,
A00955,2024-01-22,Fintech,201-500,LinkedIn,Free,0,2024-02-05,,No,
A00956,2024-06-30,Real Estate,201-500,Organic Search,Free,0,2024-07-14,,No,
A00957,2023-09-23,E-commerce,11-50,Direct,Free,0,2023-10-07,,No,
A00958,2023-10-30,Fintech,51-200,Product Hunt,Growth,199,2023-11-13,2023-11-19,No,
A00959,2024-08-05,Healthcare,1-10,Paid Ads,Free,0,2024-08-19,,No,
A00960,2024-12-24,Education,11-50,Partner,Free,0,2025-01-07,,No,
A00961,2023-10-18,Education,201-500,Paid Ads,Free,0,2023-11-01,,No,
A00962,2024-05-16,Logistics,1-10,Direct,Free,0,2024-05-30,,No,
A00963,2023-10-02,SaaS,500+,Partner,Free,0,2023-10-16,,No,
A00964,2023-12-27,Fintech,201-500,Product Hunt,Free,0,2024-01-10,,No,
A00965,2023-01-15,E-commerce,1-10,Partner,Starter,49,2023-01-29,2023-01-30,No,
A00966,2024-07-07,Education,11-50,LinkedIn,Free,0,2024-07-21,,No,
A00967,2024-02-18,Fintech,11-50,LinkedIn,Free,0,2024-03-03,,No,
A00968,2024-02-13,Marketing Agency,11-50,Product Hunt,Free,0,2024-02-27,,No,
A00969,2024-05-13,Marketing Agency,11-50,Partner,Free,0,2024-05-27,,No,
A00970,2024-02-28,SaaS,201-500,LinkedIn,Free,0,2024-03-13,,No,
A00971,2024-11-10,Real Estate,51-200,Partner,Free,0,2024-11-24,,No,
A00972,2023-01-13,Marketing Agency,201-500,Product Hunt,Free,0,2023-01-27,,No,
A00973,2024-06-26,Healthcare,500+,Partner,Free,0,2024-07-10,,No,
A00974,2024-08-09,Logistics,201-500,Partner,Free,0,2024-08-23,,No,
A00975,2024-10-22,SaaS,1-10,Referral,Free,0,2024-11-05,,No,
A00976,2024-07-09,Fintech,51-200,Partner,Free,0,2024-07-23,,No,
A00977,2024-03-20,Fintech,51-200,Partner,Growth,249,2024-04-03,2024-04-07,No,
A00978,2024-12-08,Marketing Agency,11-50,Direct,Free,0,2024-12-22,,No,
A00979,2024-11-05,Real Estate,1-10,Organic Search,Free,0,2024-11-19,,No,
A00980,2023-10-10,E-commerce,500+,Direct,Starter,49,2023-10-24,2023-10-25,No,
A00981,2024-06-20,Real Estate,51-200,Partner,Growth,299,2024-07-04,2024-07-04,Yes,2024-09-21
A00982,2023-05-04,Real Estate,1-10,Product Hunt,Free,0,2023-05-18,,No,
A00983,2023-08-08,SaaS,11-50,LinkedIn,Free,0,2023-08-22,,No,
A00984,2024-02-27,SaaS,201-500,Product Hunt,Enterprise,499,2024-03-12,2024-03-12,Yes,2024-06-01
A00985,2023-12-03,Education,1-10,Partner,Free,0,2023-12-17,,No,
A00986,2023-08-24,Marketing Agency,201-500,Product Hunt,Growth,299,2023-09-07,2023-09-14,No,
A00987,2023-09-03,Marketing Agency,201-500,Partner,Free,0,2023-09-17,,No,
A00988,2024-04-03,Fintech,51-200,LinkedIn,Growth,249,2024-04-17,2024-04-20,Yes,2024-08-20
A00989,2024-10-02,Education,201-500,Direct,Free,0,2024-10-16,,No,
A00990,2023-09-07,SaaS,201-500,Direct,Free,0,2023-09-21,,No,
A00991,2023-10-19,E-commerce,1-10,LinkedIn,Free,0,2023-11-02,,No,
A00992,2023-03-31,Fintech,1-10,Product Hunt,Free,0,2023-04-14,,No,
A00993,2023-12-15,Healthcare,1-10,Direct,Free,0,2023-12-29,,No,
A00994,2023-06-24,Healthcare,11-50,LinkedIn,Free,0,2023-07-08,,No,
A00995,2024-12-21,Fintech,201-500,Direct,Free,0,2025-01-04,,No,
A00996,2023-02-25,SaaS,1-10,Partner,Free,0,2023-03-11,,No,
A00997,2023-08-25,SaaS,1-10,Referral,Free,0,2023-09-08,,No,
A00998,2023-08-12,Fintech,11-50,Organic Search,Starter,29,2023-08-26,2023-08-28,No,
A00999,2023-12-11,Healthcare,500+,Partner,Free,0,2023-12-25,,No,
A01000,2023-06-10,Healthcare,51-200,Paid Ads,Free,0,2023-06-24,,No,
A01001,2023-08-16,SaaS,51-200,LinkedIn,Free,0,2023-08-30,,No,
A01002,2024-10-01,Fintech,1-10,LinkedIn,Starter,49,2024-10-15,2024-10-18,No,
A01003,2023-01-15,Healthcare,500+,Organic Search,Enterprise,1499,2023-01-29,2023-02-03,Yes,2023-05-21
A01004,2023-05-26,Logistics,51-200,Paid Ads,Starter,49,2023-06-09,2023-06-12,No,
A01005,2024-07-31,SaaS,51-200,Paid Ads,Free,0,2024-08-14,,No,
A01006,2023-05-29,E-commerce,1-10,Partner,Growth,199,2023-06-12,2023-06-19,No,
A01007,2023-01-19,Real Estate,500+,Product Hunt,Free,0,2023-02-02,,No,
A01008,2024-05-09,Marketing Agency,201-500,Paid Ads,Free,0,2024-05-23,,No,
A01009,2023-04-09,SaaS,500+,LinkedIn,Free,0,2023-04-23,,No,
A01010,2024-09-21,SaaS,500+,Partner,Free,0,2024-10-05,,No,
A01011,2023-07-20,E-commerce,201-500,Organic Search,Free,0,2023-08-03,,No,
A01012,2024-10-29,Real Estate,500+,LinkedIn,Starter,49,2024-11-12,2024-11-14,No,
A01013,2024-04-21,Healthcare,51-200,Product Hunt,Free,0,2024-05-05,,No,
A01014,2023-01-08,E-commerce,1-10,Referral,Enterprise,499,2023-01-22,2023-01-26,No,
A01015,2024-08-02,Healthcare,201-500,Referral,Growth,149,2024-08-16,2024-08-20,No,
A01016,2023-04-01,E-commerce,201-500,LinkedIn,Growth,299,2023-04-15,2023-04-17,No,
A01017,2024-06-08,Logistics,51-200,Partner,Starter,29,2024-06-22,2024-06-22,Yes,2024-09-23
A01018,2024-11-27,Healthcare,500+,Paid Ads,Free,0,2024-12-11,,No,
A01019,2023-07-13,SaaS,51-200,Product Hunt,Free,0,2023-07-27,,No,
A01020,2024-01-19,Healthcare,11-50,Partner,Free,0,2024-02-02,,No,
A01021,2024-03-26,Marketing Agency,11-50,Direct,Free,0,2024-04-09,,No,
A01022,2023-11-22,Real Estate,51-200,Direct,Growth,299,2023-12-06,2023-12-11,Yes,2024-10-30
A01023,2024-06-20,E-commerce,1-10,Product Hunt,Free,0,2024-07-04,,No,
A01024,2024-12-12,Education,1-10,LinkedIn,Free,0,2024-12-26,,No,
A01025,2023-02-11,Marketing Agency,51-200,Paid Ads,Free,0,2023-02-25,,No,
A01026,2023-03-25,E-commerce,201-500,Direct,Free,0,2023-04-08,,No,
A01027,2023-09-08,Education,11-50,Referral,Starter,49,2023-09-22,2023-09-28,No,
A01028,2023-02-01,SaaS,500+,LinkedIn,Free,0,2023-02-15,,No,
A01029,2023-03-03,Marketing Agency,500+,Paid Ads,Free,0,2023-03-17,,No,
A01030,2024-02-27,Healthcare,1-10,Referral,Free,0,2024-03-12,,No,
A01031,2024-05-09,Healthcare,11-50,LinkedIn,Starter,79,2024-05-23,2024-05-23,No,
A01032,2024-09-06,Marketing Agency,1-10,Organic Search,Free,0,2024-09-20,,No,
A01033,2023-04-18,Logistics,11-50,Paid Ads,Free,0,2023-05-02,,No,
A01034,2023-09-10,Education,11-50,Partner,Growth,149,2023-09-24,2023-09-25,Yes,2024-08-10
A01035,2023-05-09,E-commerce,1-10,Partner,Free,0,2023-05-23,,No,
A01036,2023-04-29,Healthcare,201-500,Partner,Growth,199,2023-05-13,2023-05-14,No,
A01037,2023-04-10,SaaS,11-50,Referral,Starter,49,2023-04-24,2023-04-26,No,
A01038,2024-04-10,Healthcare,11-50,Product Hunt,Starter,79,2024-04-24,2024-04-24,Yes,2024-09-07
A01039,2024-06-20,SaaS,201-500,Organic Search,Enterprise,499,2024-07-04,2024-07-05,No,
A01040,2023-01-24,Logistics,51-200,LinkedIn,Free,0,2023-02-07,,No,
A01041,2023-07-20,SaaS,11-50,Paid Ads,Free,0,2023-08-03,,No,
A01042,2024-08-27,Healthcare,11-50,Referral,Starter,49,2024-09-10,2024-09-10,No,
A01043,2023-06-22,Fintech,500+,Partner,Growth,299,2023-07-06,2023-07-10,No,
A01044,2023-07-04,SaaS,11-50,Organic Search,Free,0,2023-07-18,,No,
A01045,2024-12-14,E-commerce,500+,Referral,Free,0,2024-12-28,,No,
A01046,2023-09-13,SaaS,1-10,Referral,Free,0,2023-09-27,,No,
A01047,2024-11-12,Real Estate,1-10,Organic Search,Enterprise,499,2024-11-26,2024-11-30,No,
A01048,2023-10-28,E-commerce,201-500,Paid Ads,Free,0,2023-11-11,,No,
A01049,2023-08-14,Logistics,201-500,Direct,Free,0,2023-08-28,,No,
A01050,2024-03-14,Education,11-50,Product Hunt,Free,0,2024-03-28,,No,
A01051,2023-09-19,Real Estate,51-200,Paid Ads,Growth,249,2023-10-03,2023-10-07,No,
A01052,2024-08-14,Logistics,500+,LinkedIn,Free,0,2024-08-28,,No,
A01053,2024-03-15,Marketing Agency,51-200,Referral,Starter,49,2024-03-29,2024-03-31,No,
A01054,2023-12-07,Healthcare,1-10,Organic Search,Starter,79,2023-12-21,2023-12-22,Yes,2024-02-28
A01055,2023-04-29,Marketing Agency,51-200,Partner,Enterprise,1499,2023-05-13,2023-05-15,No,
A01056,2024-12-21,Education,1-10,Paid Ads,Free,0,2025-01-04,,No,
A01057,2023-04-02,Fintech,1-10,Direct,Free,0,2023-04-16,,No,
A01058,2023-07-23,Marketing Agency,11-50,Organic Search,Free,0,2023-08-06,,No,
A01059,2023-02-05,SaaS,51-200,LinkedIn,Starter,49,2023-02-19,2023-02-26,No,
A01060,2023-01-06,Logistics,500+,LinkedIn,Free,0,2023-01-20,,No,
A01061,2024-06-26,Healthcare,51-200,Organic Search,Free,0,2024-07-10,,No,
A01062,2024-11-24,Education,11-50,Referral,Growth,149,2024-12-08,2024-12-09,No,
A01063,2023-12-20,Marketing Agency,500+,Referral,Free,0,2024-01-03,,No,
A01064,2023-03-13,Healthcare,11-50,Organic Search,Free,0,2023-03-27,,No,
A01065,2024-09-29,Real Estate,500+,LinkedIn,Enterprise,499,2024-10-13,2024-10-14,No,
A01066,2023-01-23,Real Estate,201-500,Paid Ads,Growth,199,2023-02-06,2023-02-11,No,
A01067,2024-07-15,Fintech,201-500,Direct,Free,0,2024-07-29,,No,
A01068,2023-12-15,Fintech,11-50,Referral,Free,0,2023-12-29,,No,
A01069,2023-12-26,Education,500+,Paid Ads,Free,0,2024-01-09,,No,
A01070,2024-03-24,E-commerce,201-500,Partner,Starter,29,2024-04-07,2024-04-12,Yes,2024-09-18
A01071,2023-10-11,E-commerce,500+,Product Hunt,Free,0,2023-10-25,,No,
A01072,2024-05-13,Fintech,201-500,LinkedIn,Growth,249,2024-05-27,2024-06-02,Yes,2024-12-23
A01073,2024-10-27,Logistics,51-200,Paid Ads,Enterprise,799,2024-11-10,2024-11-15,Yes,2024-12-28
A01074,2023-01-03,Marketing Agency,500+,Organic Search,Free,0,2023-01-17,,No,
A01075,2023-09-23,SaaS,1-10,Partner,Enterprise,999,2023-10-07,2023-10-12,No,
A01076,2024-07-15,Logistics,1-10,Direct,Free,0,2024-07-29,,No,
A01077,2024-04-29,Healthcare,500+,Product Hunt,Free,0,2024-05-13,,No,
A01078,2023-07-26,Logistics,11-50,Partner,Starter,29,2023-08-09,2023-08-16,No,
A01079,2024-10-11,Real Estate,500+,Organic Search,Free,0,2024-10-25,,No,
A01080,2024-02-26,Fintech,1-10,Direct,Free,0,2024-03-11,,No,
A01081,2023-03-30,Logistics,51-200,Partner,Free,0,2023-04-13,,No,
A01082,2024-07-19,SaaS,11-50,Direct,Free,0,2024-08-02,,No,
A01083,2024-04-19,SaaS,11-50,LinkedIn,Free,0,2024-05-03,,No,
A01084,2024-12-11,SaaS,51-200,Referral,Enterprise,1499,2024-12-25,2024-12-28,Yes,2025-01-27
A01085,2023-06-25,Real Estate,51-200,Direct,Free,0,2023-07-09,,No,
A01086,2023-08-13,Education,11-50,Product Hunt,Free,0,2023-08-27,,No,
A01087,2024-01-31,Logistics,51-200,Paid Ads,Free,0,2024-02-14,,No,
A01088,2023-05-24,E-commerce,201-500,Referral,Growth,249,2023-06-07,2023-06-10,No,
A01089,2023-12-05,Healthcare,11-50,Direct,Free,0,2023-12-19,,No,
A01090,2024-03-30,Marketing Agency,500+,Paid Ads,Free,0,2024-04-13,,No,
A01091,2024-01-27,E-commerce,201-500,Paid Ads,Growth,249,2024-02-10,2024-02-11,No,
A01092,2024-12-02,Marketing Agency,11-50,Referral,Starter,29,2024-12-16,2024-12-22,No,
A01093,2023-03-27,Fintech,500+,Product Hunt,Enterprise,999,2023-04-10,2023-04-15,No,
A01094,2024-09-18,Healthcare,201-500,Referral,Free,0,2024-10-02,,No,
A01095,2023-02-17,Logistics,11-50,LinkedIn,Free,0,2023-03-03,,No,
A01096,2024-11-25,Marketing Agency,1-10,Direct,Free,0,2024-12-09,,No,
A01097,2023-09-14,Real Estate,500+,Partner,Enterprise,999,2023-09-28,2023-09-28,No,
A01098,2024-10-28,Real Estate,201-500,Partner,Free,0,2024-11-11,,No,
A01099,2024-10-04,Education,500+,LinkedIn,Free,0,2024-10-18,,No,
A01100,2023-03-14,Fintech,201-500,Direct,Free,0,2023-03-28,,No,
A01101,2024-07-09,Marketing Agency,1-10,LinkedIn,Free,0,2024-07-23,,No,
A01102,2024-07-13,Education,201-500,Partner,Free,0,2024-07-27,,No,
A01103,2024-11-13,Fintech,51-200,Product Hunt,Free,0,2024-11-27,,No,
A01104,2023-06-11,Fintech,500+,Direct,Free,0,2023-06-25,,No,
A01105,2023-01-15,Marketing Agency,51-200,Product Hunt,Free,0,2023-01-29,,No,
A01106,2023-05-29,E-commerce,201-500,Paid Ads,Starter,49,2023-06-12,2023-06-16,No,
A01107,2024-08-13,Fintech,11-50,Product Hunt,Free,0,2024-08-27,,No,
A01108,2023-08-23,Healthcare,500+,Partner,Enterprise,799,2023-09-06,2023-09-09,Yes,2024-07-15
A01109,2023-09-26,Real Estate,201-500,Partner,Growth,249,2023-10-10,2023-10-17,No,
A01110,2024-05-18,Education,500+,Referral,Free,0,2024-06-01,,No,
A01111,2023-06-13,Fintech,500+,Product Hunt,Free,0,2023-06-27,,No,
A01112,2023-06-07,Education,201-500,Product Hunt,Free,0,2023-06-21,,No,
A01113,2024-12-08,Real Estate,51-200,Direct,Free,0,2024-12-22,,No,
A01114,2023-08-11,Real Estate,201-500,Partner,Growth,299,2023-08-25,2023-08-30,No,
A01115,2023-04-19,SaaS,500+,Organic Search,Free,0,2023-05-03,,No,
A01116,2023-06-22,Education,500+,Direct,Free,0,2023-07-06,,No,
A01117,2024-12-28,SaaS,1-10,Partner,Free,0,2025-01-11,,No,
A01118,2023-07-28,Education,500+,Partner,Free,0,2023-08-11,,No,
A01119,2023-07-12,SaaS,51-200,Product Hunt,Free,0,2023-07-26,,No,
A01120,2023-05-19,E-commerce,201-500,LinkedIn,Growth,149,2023-06-02,2023-06-02,No,
A01121,2023-06-23,Marketing Agency,500+,Organic Search,Free,0,2023-07-07,,No,
A01122,2023-08-16,Real Estate,1-10,Paid Ads,Free,0,2023-08-30,,No,
A01123,2023-09-01,Healthcare,201-500,Paid Ads,Free,0,2023-09-15,,No,
A01124,2023-05-05,Healthcare,201-500,Product Hunt,Free,0,2023-05-19,,No,
A01125,2023-10-21,Fintech,500+,Referral,Free,0,2023-11-04,,No,
A01126,2023-09-10,Logistics,11-50,Organic Search,Growth,149,2023-09-24,2023-09-25,No,
A01127,2024-06-22,E-commerce,51-200,LinkedIn,Free,0,2024-07-06,,No,
A01128,2024-09-24,Education,11-50,Paid Ads,Free,0,2024-10-08,,No,
A01129,2023-12-22,Real Estate,500+,Referral,Growth,199,2024-01-05,2024-01-10,Yes,2024-12-04
A01130,2023-07-29,Healthcare,1-10,LinkedIn,Free,0,2023-08-12,,No,
A01131,2024-06-13,Logistics,500+,Referral,Free,0,2024-06-27,,No,
A01132,2024-06-30,Fintech,1-10,Paid Ads,Free,0,2024-07-14,,No,
A01133,2023-07-30,Marketing Agency,201-500,Partner,Free,0,2023-08-13,,No,
A01134,2024-06-20,Real Estate,11-50,Paid Ads,Free,0,2024-07-04,,No,
A01135,2024-11-22,Healthcare,11-50,Partner,Starter,49,2024-12-06,2024-12-11,Yes,2025-01-10
A01136,2023-01-30,Education,51-200,Partner,Growth,249,2023-02-13,2023-02-19,No,
A01137,2023-02-09,Education,201-500,LinkedIn,Free,0,2023-02-23,,No,
A01138,2023-11-06,Marketing Agency,500+,Paid Ads,Growth,299,2023-11-20,2023-11-27,No,
A01139,2024-10-09,Healthcare,1-10,Paid Ads,Free,0,2024-10-23,,No,
A01140,2024-09-19,Logistics,51-200,Referral,Free,0,2024-10-03,,No,
A01141,2024-09-12,SaaS,500+,Organic Search,Growth,299,2024-09-26,2024-10-02,Yes,2024-12-13
A01142,2023-09-20,E-commerce,500+,Referral,Free,0,2023-10-04,,No,
A01143,2023-08-31,Real Estate,51-200,Organic Search,Growth,249,2023-09-14,2023-09-14,No,
A01144,2023-01-25,Real Estate,51-200,Paid Ads,Free,0,2023-02-08,,No,
A01145,2023-11-04,Healthcare,51-200,Organic Search,Growth,199,2023-11-18,2023-11-19,No,
A01146,2024-06-17,Healthcare,51-200,Organic Search,Free,0,2024-07-01,,No,
A01147,2024-09-12,Real Estate,51-200,Paid Ads,Growth,299,2024-09-26,2024-09-30,No,
A01148,2023-11-27,Marketing Agency,201-500,LinkedIn,Free,0,2023-12-11,,No,
A01149,2024-01-27,Logistics,1-10,Direct,Free,0,2024-02-10,,No,
A01150,2024-05-31,Education,500+,Referral,Free,0,2024-06-14,,No,
A01151,2023-07-22,Healthcare,11-50,LinkedIn,Free,0,2023-08-05,,No,
A01152,2024-09-19,Fintech,11-50,Organic Search,Free,0,2024-10-03,,No,
A01153,2023-04-20,SaaS,500+,Organic Search,Free,0,2023-05-04,,No,
A01154,2024-11-01,Education,1-10,Referral,Free,0,2024-11-15,,No,
A01155,2023-12-29,E-commerce,201-500,Referral,Growth,299,2024-01-12,2024-01-14,Yes,2024-07-13
A01156,2024-06-20,Fintech,201-500,Paid Ads,Growth,149,2024-07-04,2024-07-11,No,
A01157,2024-04-16,Fintech,500+,Organic Search,Free,0,2024-04-30,,No,
A01158,2024-03-12,Logistics,11-50,Partner,Enterprise,999,2024-03-26,2024-03-31,Yes,2024-08-11
A01159,2023-11-01,SaaS,201-500,Referral,Free,0,2023-11-15,,No,
A01160,2023-01-29,Logistics,11-50,Organic Search,Starter,29,2023-02-12,2023-02-14,No,
A01161,2024-08-27,Marketing Agency,51-200,Referral,Growth,249,2024-09-10,2024-09-13,No,
A01162,2024-07-14,Logistics,1-10,Organic Search,Free,0,2024-07-28,,No,
A01163,2024-03-08,SaaS,11-50,Paid Ads,Starter,29,2024-03-22,2024-03-25,No,
A01164,2023-01-30,SaaS,201-500,Partner,Free,0,2023-02-13,,No,
A01165,2024-10-22,Logistics,201-500,Paid Ads,Free,0,2024-11-05,,No,
A01166,2023-03-08,Real Estate,11-50,Organic Search,Free,0,2023-03-22,,No,
A01167,2023-10-25,Education,51-200,Direct,Free,0,2023-11-08,,No,
A01168,2023-05-02,SaaS,51-200,Organic Search,Free,0,2023-05-16,,No,
A01169,2024-03-23,SaaS,201-500,Referral,Growth,299,2024-04-06,2024-04-09,Yes,2024-07-01
A01170,2024-01-11,SaaS,51-200,Paid Ads,Free,0,2024-01-25,,No,
A01171,2024-06-25,Education,51-200,Partner,Starter,79,2024-07-09,2024-07-12,No,
A01172,2023-05-12,Real Estate,201-500,LinkedIn,Enterprise,999,2023-05-26,2023-05-27,No,
A01173,2023-01-04,Real Estate,1-10,Paid Ads,Free,0,2023-01-18,,No,
A01174,2024-04-17,Fintech,11-50,Organic Search,Free,0,2024-05-01,,No,
A01175,2023-01-28,Education,51-200,Organic Search,Starter,29,2023-02-11,2023-02-15,Yes,2023-05-16
A01176,2024-12-06,Logistics,11-50,Partner,Free,0,2024-12-20,,No,
A01177,2024-10-09,Healthcare,51-200,Direct,Free,0,2024-10-23,,No,
A01178,2023-04-27,Real Estate,500+,Paid Ads,Free,0,2023-05-11,,No,
A01179,2023-03-21,Education,1-10,Referral,Starter,49,2023-04-04,2023-04-08,No,
A01180,2023-01-30,Logistics,500+,LinkedIn,Free,0,2023-02-13,,No,
A01181,2023-04-16,SaaS,500+,Paid Ads,Growth,249,2023-04-30,2023-05-02,No,
A01182,2024-06-11,Logistics,1-10,Direct,Free,0,2024-06-25,,No,
A01183,2024-07-24,Healthcare,1-10,Organic Search,Free,0,2024-08-07,,No,
A01184,2024-10-06,Marketing Agency,1-10,Direct,Free,0,2024-10-20,,No,
A01185,2024-05-31,Marketing Agency,500+,Product Hunt,Starter,49,2024-06-14,2024-06-15,No,
A01186,2024-06-12,Logistics,51-200,Direct,Free,0,2024-06-26,,No,
A01187,2023-07-10,Marketing Agency,11-50,Organic Search,Free,0,2023-07-24,,No,
A01188,2023-12-23,SaaS,500+,Paid Ads,Free,0,2024-01-06,,No,
A01189,2024-12-23,Education,500+,Organic Search,Free,0,2025-01-06,,No,
A01190,2023-11-16,Healthcare,11-50,LinkedIn,Free,0,2023-11-30,,No,
A01191,2024-06-24,Healthcare,51-200,Paid Ads,Free,0,2024-07-08,,No,
A01192,2024-04-05,Fintech,500+,Referral,Enterprise,799,2024-04-19,2024-04-24,Yes,2024-09-10
A01193,2023-04-17,SaaS,1-10,Product Hunt,Free,0,2023-05-01,,No,
A01194,2023-07-24,Marketing Agency,1-10,Direct,Free,0,2023-08-07,,No,
A01195,2023-06-04,Education,201-500,Direct,Free,0,2023-06-18,,No,
A01196,2024-10-25,Logistics,1-10,Direct,Free,0,2024-11-08,,No,
A01197,2024-03-09,Marketing Agency,51-200,Direct,Free,0,2024-03-23,,No,
A01198,2023-12-02,Healthcare,11-50,Direct,Free,0,2023-12-16,,No,
A01199,2023-12-25,Logistics,201-500,LinkedIn,Free,0,2024-01-08,,No,
A01200,2024-06-28,SaaS,201-500,Referral,Free,0,2024-07-12,,No,
A01201,2024-08-13,Education,1-10,Organic Search,Free,0,2024-08-27,,No,
A01202,2023-04-21,Real Estate,201-500,Direct,Free,0,2023-05-05,,No,
A01203,2023-07-24,Real Estate,500+,Organic Search,Free,0,2023-08-07,,No,
A01204,2024-01-03,Real Estate,500+,Product Hunt,Free,0,2024-01-17,,No,
A01205,2023-05-10,SaaS,201-500,LinkedIn,Free,0,2023-05-24,,No,
A01206,2023-07-06,Healthcare,201-500,Direct,Free,0,2023-07-20,,No,
A01207,2023-01-19,Healthcare,1-10,LinkedIn,Free,0,2023-02-02,,No,
A01208,2024-05-20,Healthcare,11-50,Paid Ads,Free,0,2024-06-03,,No,
A01209,2024-02-29,Fintech,1-10,LinkedIn,Free,0,2024-03-14,,No,
A01210,2023-04-15,Fintech,11-50,Product Hunt,Free,0,2023-04-29,,No,
A01211,2024-11-15,Logistics,51-200,Referral,Free,0,2024-11-29,,No,
A01212,2023-04-04,E-commerce,1-10,Organic Search,Free,0,2023-04-18,,No,
A01213,2023-11-19,Education,201-500,Referral,Enterprise,499,2023-12-03,2023-12-04,No,
A01214,2024-01-27,Healthcare,11-50,Direct,Growth,199,2024-02-10,2024-02-13,No,
A01215,2023-05-15,Healthcare,1-10,Direct,Free,0,2023-05-29,,No,
A01216,2023-07-16,SaaS,500+,Product Hunt,Free,0,2023-07-30,,No,
A01217,2023-06-30,Real Estate,11-50,Product Hunt,Free,0,2023-07-14,,No,
A01218,2024-09-05,Fintech,51-200,Organic Search,Free,0,2024-09-19,,No,
A01219,2024-08-17,Real Estate,1-10,Organic Search,Free,0,2024-08-31,,No,
A01220,2024-11-18,Marketing Agency,11-50,Referral,Free,0,2024-12-02,,No,
A01221,2023-02-12,Fintech,51-200,Partner,Starter,79,2023-02-26,2023-03-04,Yes,2023-07-13
A01222,2023-04-17,Marketing Agency,500+,LinkedIn,Free,0,2023-05-01,,No,
A01223,2024-01-22,Marketing Agency,1-10,Paid Ads,Free,0,2024-02-05,,No,
A01224,2023-06-15,Logistics,201-500,Organic Search,Free,0,2023-06-29,,No,
A01225,2024-05-31,E-commerce,11-50,Referral,Free,0,2024-06-14,,No,
A01226,2023-05-16,Real Estate,500+,Referral,Free,0,2023-05-30,,No,
A01227,2023-12-31,E-commerce,1-10,Direct,Free,0,2024-01-14,,No,
A01228,2024-12-27,SaaS,201-500,Referral,Starter,49,2025-01-10,2025-01-17,Yes,2025-02-16
A01229,2023-08-26,Education,500+,Product Hunt,Growth,249,2023-09-09,2023-09-14,No,
A01230,2023-08-28,Logistics,1-10,Partner,Growth,199,2023-09-11,2023-09-16,No,
A01231,2023-01-14,Logistics,1-10,Paid Ads,Free,0,2023-01-28,,No,
A01232,2024-02-08,E-commerce,51-200,LinkedIn,Free,0,2024-02-22,,No,
A01233,2024-04-24,SaaS,500+,Direct,Free,0,2024-05-08,,No,
A01234,2024-12-21,Real Estate,11-50,Organic Search,Free,0,2025-01-04,,No,
A01235,2024-02-22,Marketing Agency,1-10,Organic Search,Free,0,2024-03-07,,No,
A01236,2024-09-22,Real Estate,1-10,Direct,Free,0,2024-10-06,,No,
A01237,2024-02-21,Fintech,201-500,LinkedIn,Free,0,2024-03-06,,No,
A01238,2023-05-24,E-commerce,201-500,Product Hunt,Free,0,2023-06-07,,No,
A01239,2023-04-11,E-commerce,500+,Direct,Free,0,2023-04-25,,No,
A01240,2023-07-21,Logistics,500+,Direct,Enterprise,1499,2023-08-04,2023-08-10,No,
A01241,2024-12-03,Real Estate,51-200,Partner,Free,0,2024-12-17,,No,
A01242,2024-07-22,Fintech,500+,Organic Search,Free,0,2024-08-05,,No,
A01243,2024-09-14,Logistics,1-10,Product Hunt,Free,0,2024-09-28,,No,
A01244,2024-12-22,SaaS,51-200,Organic Search,Growth,149,2025-01-05,2025-01-05,No,
A01245,2024-05-27,Healthcare,1-10,Product Hunt,Free,0,2024-06-10,,No,
A01246,2024-05-19,Education,500+,Direct,Starter,49,2024-06-02,2024-06-04,No,
A01247,2024-08-14,Education,11-50,Partner,Free,0,2024-08-28,,No,
A01248,2024-04-22,Education,500+,LinkedIn,Free,0,2024-05-06,,No,
A01249,2024-12-27,Healthcare,500+,Organic Search,Free,0,2025-01-10,,No,
