ticket_id,account_id,created_date,category,priority,resolution_hours,resolved
T002745,A01103,2024-12-09,Onboarding Help,Medium,13,Yes
T002746,A01105,2023-05-27,Integration Issue,Low,130,Yes
T002747,A01105,2023-06-12,Integration Issue,Low,56,Yes
T002748,A01105,2024-10-26,Feature Request,Medium,,No
T002749,A01106,2023-10-13,Integration Issue,Low,46,Yes
T002750,A01107,2024-10-16,Performance,High,6,Yes
T002751,A01107,2024-12-11,Integration Issue,Low,135,Yes
T002752,A01107,2024-09-30,Feature Request,Critical,6,Yes
T002753,A01108,2024-09-28,Onboarding Help,Critical,6,Yes
T002754,A01108,2023-12-03,Bug Report,Medium,33,Yes
T002755,A01108,2024-07-18,Feature Request,Low,70,Yes
T002756,A01108,2024-08-20,Billing,Low,77,Yes
T002757,A01108,2024-02-25,Integration Issue,Medium,12,Yes
T002758,A01108,2024-11-12,Onboarding Help,Medium,56,Yes
T002759,A01108,2024-12-16,Onboarding Help,Medium,15,Yes
T002760,A01109,2023-12-12,Feature Request,Medium,53,Yes
T002761,A01109,2024-11-12,Bug Report,Medium,20,Yes
T002762,A01109,2024-06-21,Integration Issue,Medium,96,Yes
T002763,A01109,2023-12-16,Billing,Medium,64,Yes
T002764,A01110,2024-11-08,Integration Issue,Critical,8,Yes
T002765,A01110,2024-07-15,Onboarding Help,Low,39,Yes
T002766,A01112,2023-12-06,Bug Report,High,,No
T002767,A01113,2024-12-30,Onboarding Help,Low,25,Yes
T002768,A01113,2024-12-27,Billing,High,44,Yes
T002769,A01113,2024-12-08,Onboarding Help,Low,27,Yes
T002770,A01114,2023-11-27,Performance,Medium,95,Yes
T002771,A01114,2024-01-02,Feature Request,High,22,Yes
T002772,A01114,2024-04-10,Billing,Medium,96,Yes
T002773,A01114,2023-11-06,Performance,Low,134,Yes
T002774,A01116,2024-05-18,Billing,Critical,2,Yes
T002775,A01116,2023-12-31,Billing,Medium,43,Yes
T002776,A01116,2024-07-28,Bug Report,Low,138,Yes
T002777,A01117,2024-12-31,Performance,Low,128,Yes
T002778,A01117,2024-12-29,Bug Report,Medium,52,Yes
T002779,A01117,2024-12-29,Bug Report,Low,,No
T002780,A01118,2024-11-26,Billing,High,8,Yes
T002781,A01118,2024-04-27,Bug Report,Medium,,No
T002782,A01118,2024-12-30,Billing,Critical,,No
T002783,A01119,2023-11-13,Onboarding Help,Low,80,Yes
T002784,A01119,2024-09-03,Billing,High,26,Yes
T002785,A01120,2024-09-13,Bug Report,Medium,31,Yes
T002786,A01120,2023-10-22,Onboarding Help,Medium,60,Yes
T002787,A01120,2023-08-01,Onboarding Help,Medium,83,Yes
T002788,A01120,2024-08-04,Bug Report,Medium,83,Yes
T002789,A01120,2024-11-23,Integration Issue,Low,107,Yes
T002790,A01120,2024-11-04,Billing,Medium,78,Yes
T002791,A01121,2023-06-27,Billing,Medium,96,Yes
T002792,A01122,2023-08-22,Billing,Medium,62,Yes
T002793,A01122,2023-10-15,Performance,High,6,Yes
T002794,A01123,2024-06-27,Integration Issue,Medium,93,Yes
T002795,A01123,2024-11-05,Performance,Critical,8,Yes
T002796,A01123,2023-11-12,Onboarding Help,Low,104,Yes
T002797,A01124,2024-11-24,Onboarding Help,Medium,,No
T002798,A01124,2024-10-08,Feature Request,Low,117,Yes
T002799,A01124,2024-01-04,Integration Issue,Low,105,Yes
T002800,A01125,2024-10-13,Billing,Medium,89,Yes
T002801,A01126,2024-10-01,Performance,Medium,82,Yes
T002802,A01126,2024-05-30,Integration Issue,Medium,60,Yes
T002803,A01126,2024-01-17,Onboarding Help,Medium,,No
T002804,A01126,2024-11-22,Bug Report,Critical,1,Yes
T002805,A01126,2024-08-28,Onboarding Help,High,14,Yes
T002806,A01126,2024-04-29,Billing,High,26,Yes
T002807,A01126,2024-09-07,Performance,Medium,26,Yes
T002808,A01126,2024-01-05,Billing,Medium,48,Yes
T002809,A01127,2024-12-24,Bug Report,Medium,23,Yes
T002810,A01127,2024-12-02,Integration Issue,Medium,50,Yes
T002811,A01127,2024-12-30,Onboarding Help,High,25,Yes
T002812,A01128,2024-11-11,Bug Report,Medium,51,Yes
T002813,A01128,2024-09-24,Bug Report,Critical,8,Yes
T002814,A01129,2024-12-04,Onboarding Help,Low,160,Yes
T002815,A01130,2023-08-16,Feature Request,Low,,No
T002816,A01130,2024-12-09,Bug Report,Critical,6,Yes
T002817,A01130,2024-12-11,Integration Issue,Medium,55,Yes
T002818,A01133,2024-12-16,Billing,Critical,8,Yes
T002819,A01133,2024-01-06,Onboarding Help,Medium,39,Yes
T002820,A01133,2024-07-17,Billing,Medium,66,Yes
T002821,A01134,2024-12-15,Billing,Medium,95,Yes
T002822,A01135,2024-12-25,Integration Issue,Medium,14,Yes
T002823,A01135,2024-12-27,Onboarding Help,Medium,48,Yes
T002824,A01135,2024-12-26,Performance,Critical,4,Yes
T002825,A01136,2024-06-29,Billing,Medium,47,Yes
T002826,A01136,2024-06-15,Onboarding Help,High,,No
T002827,A01136,2023-08-03,Onboarding Help,High,35,Yes
T002828,A01138,2023-12-22,Integration Issue,High,19,Yes
T002829,A01138,2024-01-01,Feature Request,High,,No
T002830,A01138,2024-11-13,Feature Request,Critical,3,Yes
T002831,A01138,2023-11-08,Bug Report,Medium,49,Yes
T002832,A01138,2024-07-11,Onboarding Help,High,24,Yes
T002833,A01138,2024-03-08,Onboarding Help,High,12,Yes
T002834,A01139,2024-11-01,Billing,High,9,Yes
T002835,A01139,2024-10-11,Integration Issue,Medium,27,Yes
T002836,A01140,2024-11-24,Bug Report,Medium,95,Yes
T002837,A01141,2024-10-07,Bug Report,Medium,43,Yes
T002838,A01141,2024-10-03,Performance,Low,33,Yes
T002839,A01141,2024-10-24,Feature Request,Medium,66,Yes
T002840,A01141,2024-09-27,Onboarding Help,Medium,76,Yes
T002841,A01141,2024-12-03,Bug Report,Medium,76,Yes
T002842,A01141,2024-12-11,Onboarding Help,Critical,,No
T002843,A01142,2023-09-28,Bug Report,Low,,No
T002844,A01143,2024-08-16,Onboarding Help,Medium,26,Yes
T002845,A01143,2024-07-26,Feature Request,Critical,3,Yes
T002846,A01143,2024-08-31,Billing,Critical,5,Yes
T002847,A01143,2023-11-03,Integration Issue,Low,84,Yes
T002848,A01143,2024-10-29,Integration Issue,Medium,65,Yes
T002849,A01143,2024-01-18,Billing,Low,51,Yes
T002850,A01143,2024-05-14,Onboarding Help,Medium,25,Yes
T002851,A01144,2023-12-16,Onboarding Help,Medium,66,Yes
T002852,A01144,2024-09-18,Performance,Medium,13,Yes
T002853,A01145,2024-01-31,Integration Issue,Low,58,Yes
T002854,A01145,2023-12-11,Billing,Medium,39,Yes
T002855,A01145,2024-04-10,Performance,Medium,79,Yes
T002856,A01145,2024-08-13,Onboarding Help,Medium,76,Yes
T002857,A01146,2024-12-22,Bug Report,Low,123,Yes
T002858,A01146,2024-12-27,Performance,Medium,62,Yes
T002859,A01146,2024-11-08,Integration Issue,Low,165,Yes
T002860,A01149,2024-09-13,Billing,Low,56,Yes
T002861,A01151,2024-07-15,Performance,Low,95,Yes
T002862,A01151,2024-06-04,Onboarding Help,Low,53,Yes
T002863,A01151,2024-06-29,Bug Report,Medium,22,Yes
T002864,A01152,2024-11-18,Integration Issue,Low,168,Yes
T002865,A01152,2024-10-20,Performance,High,14,Yes
T002866,A01154,2024-12-05,Performance,Medium,70,Yes
T002867,A01154,2024-12-06,Feature Request,Medium,19,Yes
T002868,A01154,2024-11-29,Performance,Low,86,Yes
T002869,A01155,2024-01-15,Integration Issue,Low,141,Yes
T002870,A01155,2024-03-30,Billing,Medium,70,Yes
T002871,A01156,2024-10-06,Integration Issue,Low,158,Yes
T002872,A01156,2024-12-29,Performance,High,44,Yes
T002873,A01156,2024-12-07,Bug Report,Medium,67,Yes
T002874,A01157,2024-04-18,Billing,Medium,16,Yes
T002875,A01157,2024-08-03,Billing,High,25,Yes
T002876,A01158,2024-12-15,Bug Report,Medium,63,Yes
T002877,A01158,2024-08-01,Performance,Critical,1,Yes
T002878,A01158,2024-11-09,Performance,Medium,46,Yes
T002879,A01158,2024-03-13,Performance,Low,96,Yes
T002880,A01158,2024-07-18,Bug Report,Low,74,Yes
T002881,A01158,2024-07-02,Integration Issue,Medium,64,Yes
T002882,A01159,2024-01-11,Bug Report,High,,No
T002883,A01159,2024-01-15,Bug Report,Medium,,No
T002884,A01161,2024-11-13,Performance,Medium,76,Yes
T002885,A01161,2024-11-10,Onboarding Help,Low,118,Yes
T002886,A01162,2024-12-27,Onboarding Help,High,16,Yes
T002887,A01162,2024-11-20,Performance,Medium,34,Yes
T002888,A01162,2024-08-29,Billing,Medium,36,Yes
T002889,A01163,2024-04-01,Feature Request,Medium,,No
T002890,A01164,2023-08-02,Performance,Medium,,No
T002891,A01165,2024-10-29,Onboarding Help,High,24,Yes
T002892,A01166,2023-03-10,Bug Report,High,15,Yes
T002893,A01166,2024-07-29,Onboarding Help,High,24,Yes
T002894,A01166,2024-04-11,Bug Report,Medium,70,Yes
T002895,A01167,2024-01-12,Bug Report,Medium,68,Yes
T002896,A01167,2023-11-24,Bug Report,Critical,5,Yes
T002897,A01168,2024-10-17,Bug Report,Low,,No
T002898,A01168,2024-08-10,Performance,High,26,Yes
T002899,A01169,2024-06-16,Onboarding Help,Critical,4,Yes
T002900,A01171,2024-10-14,Integration Issue,Low,139,Yes
T002901,A01171,2024-09-30,Onboarding Help,High,,No
T002902,A01171,2024-08-22,Billing,Low,40,Yes
T002903,A01171,2024-10-04,Onboarding Help,Low,110,Yes
T002904,A01171,2024-06-27,Billing,High,41,Yes
T002905,A01171,2024-11-24,Integration Issue,Medium,,No
T002906,A01171,2024-09-14,Integration Issue,Medium,86,Yes
T002907,A01171,2024-11-02,Feature Request,Low,122,Yes
T002908,A01172,2024-12-28,Performance,Critical,,No
T002909,A01172,2024-05-02,Billing,Medium,,No
T002910,A01172,2023-09-12,Performance,High,,No
T002911,A01175,2024-02-02,Billing,High,5,Yes
T002912,A01175,2024-04-04,Feature Request,Low,,No
T002913,A01176,2024-12-31,Billing,Medium,31,Yes
T002914,A01176,2024-12-06,Bug Report,Medium,26,Yes
T002915,A01177,2024-12-30,Billing,Low,166,Yes
T002916,A01177,2024-11-10,Bug Report,Low,120,Yes
T002917,A01178,2023-07-08,Billing,Medium,13,Yes
T002918,A01178,2024-02-04,Performance,Critical,2,Yes
T002919,A01178,2024-07-17,Bug Report,Medium,94,Yes
T002920,A01179,2023-07-14,Onboarding Help,Low,119,Yes
T002921,A01179,2024-10-27,Feature Request,Medium,31,Yes
T002922,A01179,2023-07-15,Feature Request,Low,34,Yes
T002923,A01180,2023-04-28,Performance,Medium,35,Yes
T002924,A01180,2024-07-06,Billing,Low,78,Yes
T002925,A01180,2023-06-23,Integration Issue,Low,106,Yes
T002926,A01184,2024-11-18,Onboarding Help,Medium,39,Yes
T002927,A01184,2024-11-10,Performance,Critical,,No
T002928,A01184,2024-11-30,Bug Report,Low,63,Yes
T002929,A01185,2024-06-30,Billing,Critical,1,Yes
T002930,A01185,2024-07-16,Performance,Low,84,Yes
T002931,A01185,2024-12-26,Onboarding Help,High,40,Yes
T002932,A01185,2024-09-17,Feature Request,Medium,47,Yes
T002933,A01187,2023-10-19,Billing,Low,80,Yes
T002934,A01187,2024-08-23,Bug Report,Critical,,No
T002935,A01188,2024-12-20,Onboarding Help,High,29,Yes
T002936,A01189,2024-12-28,Bug Report,Critical,5,Yes
T002937,A01190,2024-07-19,Performance,Medium,20,Yes
T002938,A01191,2024-08-31,Billing,Medium,80,Yes
T002939,A01191,2024-12-04,Bug Report,Low,82,Yes
T002940,A01191,2024-11-24,Performance,Low,138,Yes
T002941,A01192,2024-12-29,Onboarding Help,Critical,,No
T002942,A01192,2024-10-11,Feature Request,Medium,29,Yes
T002943,A01192,2024-11-24,Billing,Low,70,Yes
T002944,A01193,2023-07-22,Feature Request,Low,160,Yes
T002945,A01195,2023-10-17,Onboarding Help,High,16,Yes
T002946,A01196,2024-10-26,Billing,Medium,,No
T002947,A01196,2024-11-24,Feature Request,Critical,6,Yes
T002948,A01197,2024-05-17,Feature Request,Medium,63,Yes
T002949,A01197,2024-03-23,Bug Report,Low,42,Yes
T002950,A01197,2024-11-06,Integration Issue,Low,48,Yes
T002951,A01199,2024-12-26,Billing,Low,121,Yes
T002952,A01200,2024-08-18,Performance,High,43,Yes
T002953,A01200,2024-07-25,Onboarding Help,Critical,4,Yes
T002954,A01200,2024-08-11,Integration Issue,Medium,18,Yes
T002955,A01201,2024-09-28,Performance,Medium,86,Yes
T002956,A01203,2023-12-05,Billing,High,13,Yes
T002957,A01203,2024-06-08,Billing,Critical,4,Yes
T002958,A01205,2024-03-28,Feature Request,Low,47,Yes
T002959,A01206,2023-10-25,Bug Report,Critical,,No
T002960,A01207,2023-02-21,Feature Request,Low,68,Yes
T002961,A01208,2024-11-11,Performance,Low,,No
T002962,A01208,2024-06-20,Feature Request,Medium,71,Yes
T002963,A01209,2024-03-25,Onboarding Help,Medium,57,Yes
T002964,A01211,2024-12-10,Onboarding Help,Low,108,Yes
T002965,A01213,2024-01-22,Performance,Low,157,Yes
T002966,A01213,2024-07-15,Billing,Low,147,Yes
T002967,A01213,2024-03-05,Performance,Critical,4,Yes
T002968,A01213,2024-07-07,Billing,High,42,Yes
T002969,A01213,2024-10-09,Billing,High,12,Yes
T002970,A01213,2024-12-18,Integration Issue,Medium,29,Yes
T002971,A01213,2024-08-07,Performance,Low,47,Yes
T002972,A01213,2024-04-07,Bug Report,Medium,52,Yes
T002973,A01213,2023-12-30,Performance,Medium,39,Yes
T002974,A01213,2024-01-03,Billing,Critical,5,Yes
T002975,A01213,2024-03-16,Billing,Critical,5,Yes
T002976,A01213,2024-09-18,Integration Issue,Medium,52,Yes
T002977,A01213,2024-02-15,Onboarding Help,Medium,12,Yes
T002978,A01214,2024-02-08,Billing,High,24,Yes
T002979,A01214,2024-02-13,Bug Report,Low,61,Yes
T002980,A01215,2024-12-16,Bug Report,Low,27,Yes
T002981,A01217,2023-08-24,Bug Report,Low,55,Yes
T002982,A01217,2024-04-09,Onboarding Help,Medium,54,Yes
T002983,A01217,2024-12-30,Onboarding Help,High,31,Yes
T002984,A01218,2024-10-14,Performance,Medium,46,Yes
T002985,A01218,2024-09-16,Integration Issue,Medium,15,Yes
T002986,A01218,2024-12-15,Performance,Medium,48,Yes
T002987,A01219,2024-10-02,Integration Issue,Medium,43,Yes
T002988,A01219,2024-11-26,Billing,Medium,,No
T002989,A01219,2024-09-02,Onboarding Help,Low,158,Yes
T002990,A01220,2024-12-22,Performance,Low,34,Yes
T002991,A01220,2024-12-04,Billing,High,12,Yes
T002992,A01221,2024-09-15,Feature Request,Critical,,No
T002993,A01221,2023-10-15,Integration Issue,High,18,Yes
T002994,A01221,2024-07-27,Performance,Medium,93,Yes
T002995,A01221,2023-10-25,Billing,Medium,,No
T002996,A01221,2024-05-15,Onboarding Help,Low,24,Yes
T002997,A01221,2024-12-11,Bug Report,Medium,40,Yes
T002998,A01221,2023-02-14,Feature Request,Low,57,Yes
T002999,A01221,2023-12-02,Integration Issue,Medium,46,Yes
T003000,A01222,2023-10-26,Onboarding Help,Low,35,Yes
T003001,A01222,2023-08-16,Onboarding Help,Low,89,Yes
T003002,A01222,2024-11-29,Onboarding Help,Low,119,Yes
T003003,A01223,2024-07-04,Integration Issue,Critical,,No
T003004,A01223,2024-03-16,Performance,Medium,92,Yes
T003005,A01223,2024-04-02,Bug Report,Medium,82,Yes
T003006,A01224,2023-08-21,Billing,Medium,,No
T003007,A01224,2024-01-15,Onboarding Help,Low,74,Yes
T003008,A01225,2024-08-28,Bug Report,Low,67,Yes
T003009,A01225,2024-09-03,Onboarding Help,Low,33,Yes
T003010,A01226,2024-09-02,Feature Request,Medium,75,Yes
T003011,A01226,2023-10-22,Integration Issue,High,34,Yes
T003012,A01227,2024-11-01,Integration Issue,Medium,74,Yes
T003013,A01228,2024-12-27,Bug Report,Low,161,Yes
T003014,A01229,2024-06-30,Billing,Critical,4,Yes
T003015,A01229,2024-04-15,Onboarding Help,Medium,70,Yes
T003016,A01229,2024-11-15,Performance,Medium,93,Yes
T003017,A01229,2023-11-17,Billing,High,,No
T003018,A01229,2024-09-29,Bug Report,Medium,47,Yes
T003019,A01230,2024-05-03,Billing,Medium,70,Yes
T003020,A01230,2023-10-21,Feature Request,Critical,5,Yes
T003021,A01230,2024-12-06,Integration Issue,Medium,29,Yes
T003022,A01231,2023-06-25,Feature Request,Medium,47,Yes
T003023,A01231,2024-10-11,Bug Report,Medium,32,Yes
T003024,A01231,2023-06-04,Feature Request,Medium,94,Yes
T003025,A01232,2024-02-09,Feature Request,Medium,20,Yes
T003026,A01232,2024-03-04,Billing,Medium,95,Yes
T003027,A01234,2024-12-24,Onboarding Help,Low,,No
T003028,A01234,2024-12-25,Feature Request,High,42,Yes
T003029,A01234,2024-12-27,Performance,High,18,Yes
T003030,A01236,2024-12-18,Performance,Low,99,Yes
T003031,A01238,2024-08-14,Feature Request,Low,157,Yes
T003032,A01238,2024-03-21,Onboarding Help,Medium,85,Yes
T003033,A01238,2023-11-22,Feature Request,Medium,12,Yes
T003034,A01239,2024-07-27,Onboarding Help,High,,No
T003035,A01239,2023-12-28,Feature Request,Low,164,Yes
T003036,A01239,2024-01-10,Onboarding Help,High,16,Yes
T003037,A01240,2023-11-18,Performance,High,24,Yes
T003038,A01240,2024-02-22,Onboarding Help,Medium,,No
T003039,A01240,2024-11-15,Bug Report,High,10,Yes
T003040,A01240,2023-10-09,Billing,Low,90,Yes
T003041,A01240,2024-06-22,Feature Request,Medium,59,Yes
T003042,A01240,2024-08-17,Onboarding Help,Medium,25,Yes
T003043,A01240,2024-04-15,Billing,Low,,No
T003044,A01241,2024-12-13,Billing,Low,73,Yes
T003045,A01244,2024-12-28,Integration Issue,Low,,No
T003046,A01244,2024-12-23,Performance,Medium,29,Yes
T003047,A01244,2024-12-23,Bug Report,Low,60,Yes
T003048,A01244,2024-12-25,Onboarding Help,Critical,4,Yes
T003049,A01244,2024-12-23,Onboarding Help,Low,115,Yes
T003050,A01245,2024-09-02,Billing,High,24,Yes
T003051,A01248,2024-07-20,Bug Report,High,48,Yes
T003052,A01248,2024-07-08,Billing,Low,108,Yes
T003053,A01248,2024-09-09,Bug Report,Medium,56,Yes
T003054,A01249,2024-12-27,Billing,Medium,73,Yes
T003055,A01250,2024-05-03,Performance,Medium,34,Yes
T003056,A01250,2023-02-25,Feature Request,High,40,Yes
T003057,A01250,2024-07-27,Integration Issue,High,20,Yes
T003058,A01251,2024-12-28,Billing,Medium,84,Yes
T003059,A01252,2024-10-08,Feature Request,Low,,No
T003060,A01252,2024-11-30,Integration Issue,Medium,76,Yes
T003061,A01252,2024-12-07,Feature Request,High,11,Yes
T003062,A01252,2024-10-22,Bug Report,Medium,43,Yes
T003063,A01252,2024-10-15,Onboarding Help,High,8,Yes
T003064,A01252,2024-11-14,Bug Report,Low,83,Yes
T003065,A01253,2024-04-19,Bug Report,Critical,6,Yes
T003066,A01253,2023-03-02,Billing,Low,29,Yes
T003067,A01253,2024-11-06,Onboarding Help,High,27,Yes
T003068,A01254,2023-10-25,Bug Report,Low,121,Yes
T003069,A01254,2023-07-23,Billing,Critical,8,Yes
T003070,A01255,2024-05-04,Feature Request,Low,105,Yes
T003071,A01255,2024-09-16,Bug Report,Medium,,No
T003072,A01255,2023-08-08,Performance,Low,32,Yes
T003073,A01256,2024-07-17,Bug Report,High,10,Yes
T003074,A01257,2024-09-09,Onboarding Help,Low,142,Yes
T003075,A01259,2024-09-26,Integration Issue,Medium,91,Yes
T003076,A01260,2023-06-15,Integration Issue,High,40,Yes
T003077,A01260,2023-09-06,Billing,Medium,,No
T003078,A01260,2024-10-18,Onboarding Help,Low,132,Yes
T003079,A01262,2024-10-01,Onboarding Help,Medium,87,Yes
T003080,A01262,2024-03-11,Billing,Low,101,Yes
T003081,A01265,2024-06-12,Onboarding Help,Medium,59,Yes
T003082,A01266,2024-11-22,Billing,Low,158,Yes
T003083,A01267,2024-09-03,Performance,High,18,Yes
T003084,A01267,2023-09-14,Feature Request,Medium,37,Yes
T003085,A01267,2024-12-15,Onboarding Help,High,15,Yes
T003086,A01267,2024-08-19,Onboarding Help,Medium,87,Yes
T003087,A01267,2023-09-08,Feature Request,Medium,69,Yes
T003088,A01267,2023-09-07,Bug Report,Low,91,Yes
T003089,A01268,2024-12-31,Integration Issue,Medium,15,Yes
T003090,A01268,2024-12-22,Integration Issue,Medium,,No
T003091,A01268,2024-12-26,Billing,Medium,83,Yes
T003092,A01268,2024-12-24,Billing,High,31,Yes
T003093,A01269,2023-10-01,Integration Issue,Medium,80,Yes
T003094,A01269,2024-07-31,Performance,High,27,Yes
T003095,A01269,2023-04-10,Billing,Medium,69,Yes
T003096,A01269,2023-06-10,Onboarding Help,Critical,4,Yes
T003097,A01269,2024-07-07,Bug Report,Medium,35,Yes
T003098,A01269,2024-06-19,Onboarding Help,Medium,62,Yes
T003099,A01269,2023-09-27,Integration Issue,Low,129,Yes
T003100,A01269,2024-02-16,Billing,High,7,Yes
T003101,A01271,2024-04-19,Performance,Low,,No
T003102,A01272,2024-09-27,Performance,Critical,6,Yes
T003103,A01272,2024-05-04,Performance,High,43,Yes
T003104,A01273,2024-03-27,Feature Request,Medium,58,Yes
T003105,A01274,2023-10-19,Billing,High,7,Yes
T003106,A01274,2023-07-24,Feature Request,Medium,32,Yes
T003107,A01274,2024-11-28,Performance,High,10,Yes
T003108,A01275,2024-05-24,Feature Request,Low,162,Yes
T003109,A01275,2024-12-07,Performance,Critical,6,Yes
T003110,A01277,2024-06-06,Feature Request,High,42,Yes
T003111,A01278,2024-09-14,Feature Request,Medium,27,Yes
T003112,A01279,2024-11-29,Bug Report,Medium,92,Yes
T003113,A01279,2024-10-20,Bug Report,Low,148,Yes
T003114,A01279,2024-05-04,Integration Issue,Critical,6,Yes
T003115,A01279,2024-06-22,Bug Report,Medium,,No
T003116,A01279,2024-09-25,Bug Report,Critical,2,Yes
T003117,A01279,2024-10-06,Performance,Low,107,Yes
T003118,A01279,2024-09-09,Integration Issue,Medium,22,Yes
T003119,A01283,2024-07-12,Onboarding Help,Low,24,Yes
T003120,A01283,2024-09-30,Billing,Medium,79,Yes
T003121,A01284,2024-05-24,Integration Issue,Medium,26,Yes
T003122,A01284,2023-09-15,Integration Issue,Medium,39,Yes
T003123,A01285,2024-05-03,Onboarding Help,Medium,62,Yes
T003124,A01285,2024-11-22,Billing,High,39,Yes
T003125,A01285,2024-12-31,Performance,Low,62,Yes
T003126,A01286,2024-05-13,Integration Issue,Medium,62,Yes
T003127,A01286,2024-07-23,Feature Request,Medium,43,Yes
T003128,A01286,2023-08-15,Feature Request,Medium,23,Yes
T003129,A01287,2024-11-21,Billing,Medium,96,Yes
T003130,A01287,2024-12-20,Feature Request,Critical,7,Yes
T003131,A01287,2024-11-06,Onboarding Help,Low,123,Yes
T003132,A01289,2024-04-18,Billing,High,48,Yes
T003133,A01290,2024-12-15,Feature Request,High,43,Yes
T003134,A01290,2024-12-10,Feature Request,Medium,72,Yes
T003135,A01291,2024-10-25,Billing,Low,116,Yes
T003136,A01291,2024-07-05,Integration Issue,Medium,94,Yes
T003137,A01291,2024-07-15,Onboarding Help,Medium,78,Yes
T003138,A01291,2024-09-05,Bug Report,Medium,24,Yes
T003139,A01291,2024-10-17,Integration Issue,Medium,,No
T003140,A01291,2024-11-14,Integration Issue,High,36,Yes
T003141,A01291,2024-07-13,Integration Issue,Medium,26,Yes
T003142,A01291,2024-08-30,Bug Report,Medium,23,Yes
T003143,A01291,2024-06-17,Integration Issue,Low,70,Yes
T003144,A01291,2024-10-04,Billing,Medium,21,Yes
T003145,A01291,2024-07-12,Performance,Low,,No
T003146,A01292,2024-07-22,Billing,High,11,Yes
T003147,A01292,2024-10-03,Billing,Low,31,Yes
T003148,A01292,2024-07-10,Integration Issue,Low,126,Yes
T003149,A01293,2024-12-13,Feature Request,Medium,50,Yes
T003150,A01297,2024-09-04,Billing,Medium,20,Yes
T003151,A01297,2024-10-18,Onboarding Help,High,,No
T003152,A01298,2024-08-23,Integration Issue,Medium,,No
T003153,A01298,2024-02-27,Onboarding Help,Medium,69,Yes
T003154,A01299,2024-08-02,Billing,Low,,No
T003155,A01300,2024-12-14,Performance,Low,166,Yes
T003156,A01301,2024-06-07,Feature Request,Low,65,Yes
T003157,A01303,2024-10-08,Bug Report,Medium,54,Yes
T003158,A01303,2024-05-23,Integration Issue,Low,137,Yes
T003159,A01303,2024-04-06,Billing,Medium,80,Yes
T003160,A01305,2024-09-07,Integration Issue,Low,166,Yes
T003161,A01306,2023-08-08,Performance,Medium,16,Yes
T003162,A01307,2024-12-05,Integration Issue,Low,29,Yes
T003163,A01307,2024-12-30,Performance,High,46,Yes
T003164,A01307,2024-11-29,Integration Issue,Medium,,No
T003165,A01308,2024-06-28,Feature Request,Medium,,No
T003166,A01308,2023-08-19,Onboarding Help,High,4,Yes
T003167,A01308,2023-04-13,Bug Report,Low,32,Yes
T003168,A01308,2024-12-13,Billing,Low,25,Yes
T003169,A01308,2023-06-13,Billing,Critical,,No
T003170,A01308,2023-11-23,Feature Request,Low,117,Yes
T003171,A01308,2024-11-14,Billing,Medium,75,Yes
T003172,A01308,2023-02-08,Bug Report,High,,No
T003173,A01309,2024-07-28,Bug Report,High,7,Yes
T003174,A01309,2024-06-24,Performance,Medium,47,Yes
T003175,A01309,2023-08-17,Integration Issue,Medium,,No
T003176,A01311,2024-09-06,Integration Issue,Medium,,No
T003177,A01311,2024-11-12,Billing,Low,,No
T003178,A01311,2024-08-11,Billing,Low,,No
T003179,A01313,2024-07-04,Performance,Low,92,Yes
T003180,A01314,2024-12-09,Billing,Low,110,Yes
T003181,A01314,2023-09-04,Onboarding Help,High,23,Yes
T003182,A01314,2024-02-10,Integration Issue,Medium,64,Yes
T003183,A01314,2023-12-01,Integration Issue,Low,,No
T003184,A01314,2024-04-07,Onboarding Help,High,11,Yes
T003185,A01314,2024-12-10,Billing,Critical,7,Yes
T003186,A01314,2023-12-20,Integration Issue,Low,54,Yes
T003187,A01314,2024-12-02,Onboarding Help,Low,122,Yes
T003188,A01315,2023-07-18,Onboarding Help,Critical,7,Yes
T003189,A01315,2024-04-23,Onboarding Help,Low,,No
T003190,A01315,2024-02-23,Performance,High,43,Yes
T003191,A01315,2023-08-28,Feature Request,Low,42,Yes
T003192,A01315,2024-04-03,Onboarding Help,Low,131,Yes
T003193,A01315,2024-06-17,Performance,Medium,52,Yes
T003194,A01315,2024-11-26,Feature Request,Medium,,No
T003195,A01316,2024-10-10,Onboarding Help,Medium,,No
T003196,A01316,2023-04-26,Onboarding Help,Critical,4,Yes
T003197,A01316,2023-08-02,Integration Issue,Medium,87,Yes
T003198,A01317,2024-11-29,Feature Request,Medium,75,Yes
T003199,A01317,2024-11-26,Onboarding Help,Low,29,Yes
T003200,A01317,2024-01-24,Performance,High,47,Yes
T003201,A01318,2024-10-22,Integration Issue,High,29,Yes
T003202,A01319,2024-06-19,Feature Request,Low,70,Yes
T003203,A01319,2024-06-09,Bug Report,Low,,No
T003204,A01320,2024-05-18,Billing,Medium,71,Yes
T003205,A01320,2023-12-23,Onboarding Help,Critical,6,Yes
T003206,A01321,2024-11-21,Bug Report,High,,No
T003207,A01321,2024-01-20,Onboarding Help,High,48,Yes
T003208,A01321,2024-05-01,Performance,Medium,43,Yes
T003209,A01322,2024-04-19,Billing,High,14,Yes
T003210,A01322,2024-10-22,Bug Report,Low,164,Yes
T003211,A01323,2024-09-22,Billing,Low,80,Yes
T003212,A01323,2024-08-02,Feature Request,Medium,83,Yes
T003213,A01324,2024-03-08,Bug Report,High,48,Yes
